brood,datetime,observed,dead,swimming,graduated,Date Spawned,eggs produced (m),age,surviving,fraction_surviving,age_days
21-52,2021-08-07T09:30:00Z,TRUE,254.59999999999997,61.76,74.63999999999999,2021-07-15T00:00:00Z,391,2021400,136.39999999999998,0.34884910485933496,23.395833333333332
21-52,2021-08-08T07:20:00Z,FALSE,257.24999999999994,NA,79.74999999999999,2021-07-15T00:00:00Z,391,2100000,NA,NA,24.305555555555557
21-52,2021-08-09T06:30:00Z,TRUE,259.74999999999994,38.6,92.64999999999999,2021-07-15T00:00:00Z,391,2183400,131.25,0.3356777493606138,25.270833333333332
21-52,2021-08-10T10:00:00Z,FALSE,261.22999999999996,NA,95.57,2021-07-15T00:00:00Z,391,2282400,NA,NA,26.416666666666668
21-52,2021-08-11T08:00:00Z,TRUE,261.23999999999995,25.540000000000003,104.22,2021-07-15T00:00:00Z,391,2361600,129.76,0.3318670076726343,27.333333333333332
21-52,2021-08-12T08:00:00Z,FALSE,261.96999999999997,NA,107.42999999999999,2021-07-15T00:00:00Z,391,2448000,NA,NA,28.333333333333332
21-52,2021-08-13T07:35:00Z,TRUE,268.26,7.2,115.53999999999999,2021-07-15T00:00:00Z,391,2532900,122.74,0.3139130434782609,29.315972222222225
21-52,2021-08-15T07:25:00Z,TRUE,272.21,0,118.78999999999999,2021-07-15T00:00:00Z,391,2705100,118.78999999999999,0.3038107416879795,31.309027777777775
21-53,2021-07-16T00:00:00Z,TRUE,0,362.8,0,2021-07-16T00:00:00Z,362.8,0,362.8,1,0
21-53,2021-07-20T06:00:00Z,TRUE,230.5,132.3,0,2021-07-16T00:00:00Z,362.8,367200,132.3,0.36466372657111357,4.25
21-53,2021-07-23T05:45:00Z,TRUE,256.6,106.2,0,2021-07-16T00:00:00Z,362.8,625500,106.2,0.2927232635060639,7.239583333333333
21-53,2021-07-27T06:00:00Z,TRUE,258.90000000000003,79.2,24.7,2021-07-16T00:00:00Z,362.8,972000,103.9,0.28638368246968027,11.25
21-53,2021-07-28T06:00:00Z,FALSE,261.65000000000003,NA,38.15,2021-07-16T00:00:00Z,362.8,1058400,NA,NA,12.25
21-53,2021-07-29T09:45:00Z,TRUE,258.65000000000003,39,65.15,2021-07-16T00:00:00Z,362.8,1158300,104.15,0.28707276736493936,13.40625
21-53,2021-07-30T08:00:00Z,FALSE,259.3,NA,74.7,2021-07-16T00:00:00Z,362.8,1238400,NA,NA,14.333333333333334
21-53,2021-07-31T06:30:00Z,TRUE,261.91,0,74.7,2021-07-16T00:00:00Z,362.8,1319400,74.7,0.20589856670341786,15.270833333333334
21-54,2021-07-19T00:00:00Z,TRUE,0,398.8,0,2021-07-19T00:00:00Z,398.8,0,398.8,1,0
21-54,2021-07-22T05:50:00Z,TRUE,129.7,269.1,0,2021-07-19T00:00:00Z,398.8,280200,269.1,0.6747743229689067,3.2430555555555554
21-54,2021-07-26T06:00:00Z,TRUE,190.9,207.9,0,2021-07-19T00:00:00Z,398.8,626400,207.9,0.5213139418254764,7.25
21-54,2021-07-29T06:10:00Z,TRUE,110.19999999999999,288.6,0,2021-07-19T00:00:00Z,398.8,886200,288.6,0.7236710130391174,10.256944444444445
21-54,2021-08-01T05:55:00Z,TRUE,266.70000000000005,114.2,17.9,2021-07-19T00:00:00Z,398.8,1144500,132.1,0.3312437311935807,13.246527777777779
21-54,2021-08-02T06:00:00Z,FALSE,267.6,NA,32.2,2021-07-19T00:00:00Z,398.8,1231200,NA,NA,14.25
21-54,2021-08-03T06:00:00Z,TRUE,262.90000000000003,87.6,48.300000000000004,2021-07-19T00:00:00Z,398.8,1317600,135.9,0.3407723169508526,15.25
21-54,2021-08-04T06:00:00Z,FALSE,261.79,NA,65.01,2021-07-19T00:00:00Z,398.8,1404000,NA,NA,16.25
21-54,2021-08-05T06:00:00Z,TRUE,279.23,31.5,88.07000000000001,2021-07-19T00:00:00Z,398.8,1490400,119.57000000000001,0.2998244734202608,17.25
21-54,2021-08-07T06:50:00Z,TRUE,290.13,9,99.67,2021-07-19T00:00:00Z,398.8,1666200,108.67,0.2724924774322969,19.28472222222222
21-54,2021-08-09T06:30:00Z,TRUE,295.423,0,103.377,2021-07-19T00:00:00Z,398.8,1837800,103.377,0.2592201604814443,21.270833333333332
21-55,2021-07-21T00:00:00Z,TRUE,0,910.4,0,2021-07-21T00:00:00Z,910.4,0,910.4,1,0
21-55,2021-07-26T06:00:00Z,TRUE,306.5,603.9,0,2021-07-21T00:00:00Z,910.4,453600,603.9,0.6633347978910369,5.25
21-55,2021-07-29T06:10:00Z,TRUE,415.4,495,0,2021-07-21T00:00:00Z,910.4,713400,495,0.5437170474516696,8.256944444444445
21-55,2021-08-02T06:00:00Z,TRUE,730.35,178.7,1.3499999999999999,2021-07-21T00:00:00Z,910.4,1058400,180.04999999999998,0.1977702108963093,12.25
21-55,2021-08-04T06:00:00Z,TRUE,771.13,128.04999999999998,11.219999999999999,2021-07-21T00:00:00Z,910.4,1231200,139.26999999999998,0.15297671353251316,14.25
21-55,2021-08-05T06:30:00Z,FALSE,771.83,NA,17.47,2021-07-21T00:00:00Z,910.4,1319400,NA,NA,15.270833333333334
21-55,2021-08-06T06:00:00Z,TRUE,801.25,63.78,45.37,2021-07-21T00:00:00Z,910.4,1404000,109.15,0.11989235500878735,16.25
21-55,2021-08-08T07:20:00Z,TRUE,813.89,32.4,64.11,2021-07-21T00:00:00Z,910.4,1581600,96.50999999999999,0.10600834797891036,18.305555555555554
21-55,2021-08-10T07:00:00Z,TRUE,804.59,33,72.81,2021-07-21T00:00:00Z,910.4,1753200,105.81,0.11622363796133568,20.291666666666668
21-55,2021-08-11T08:00:00Z,FALSE,806.7,NA,76.7,2021-07-21T00:00:00Z,910.4,1843200,NA,NA,21.333333333333332
21-55,2021-08-12T07:00:00Z,TRUE,806.4000000000001,19.34,84.66,2021-07-21T00:00:00Z,910.4,1926000,104,0.11423550087873463,22.291666666666668
21-55,2021-08-13T07:45:00Z,FALSE,806.5400000000001,NA,88.56,2021-07-21T00:00:00Z,910.4,2015100,NA,NA,23.322916666666668
21-55,2021-08-14T07:00:00Z,TRUE,808.7300000000001,6.3,95.37,2021-07-21T00:00:00Z,910.4,2098800,101.67,0.11167618629173989,24.291666666666668
21-55,2021-08-16T08:00:00Z,FALSE,803.3000000000002,NA,97.4,2021-07-21T00:00:00Z,910.4,2275200,NA,NA,26.333333333333332
21-55,2021-08-18T07:15:00Z,TRUE,810.1200000000002,0,100.28,2021-07-21T00:00:00Z,910.4,2445300,100.28,0.1101493848857645,28.302083333333332
21-56,2021-07-23T00:00:00Z,TRUE,0,198.8,0,2021-07-23T00:00:00Z,198.8,0,198.8,1,0
21-56,2021-07-27T06:00:00Z,TRUE,86.30000000000001,112.5,0,2021-07-23T00:00:00Z,198.8,367200,112.5,0.5658953722334004,4.25
21-56,2021-07-30T05:50:00Z,TRUE,60.20000000000002,138.6,0,2021-07-23T00:00:00Z,198.8,625800,138.6,0.6971830985915493,7.243055555555556
21-56,2021-08-03T06:00:00Z,TRUE,165.10000000000002,26.8,6.9,2021-07-23T00:00:00Z,198.8,972000,33.7,0.16951710261569417,11.25
21-56,2021-08-04T09:00:00Z,FALSE,164.98000000000002,NA,12.22,2021-07-23T00:00:00Z,198.8,1069200,NA,NA,12.375
21-56,2021-08-05T06:00:00Z,TRUE,165.73000000000002,0,33.07,2021-07-23T00:00:00Z,198.8,1144800,33.07,0.16634808853118713,13.25
21-57,2021-07-26T00:00:00Z,TRUE,0,1131.2,0,2021-07-26T00:00:00Z,1131.2,0,1131.2,1,0
21-57,2021-07-29T06:10:00Z,TRUE,630.8000000000001,500.4,0,2021-07-26T00:00:00Z,1131.2,281400,500.4,0.44236209335219234,3.2569444444444446
21-57,2021-08-02T06:00:00Z,TRUE,863.9000000000001,267.3,0,2021-07-26T00:00:00Z,1131.2,626400,267.3,0.2362977369165488,7.25
21-57,2021-08-05T06:00:00Z,TRUE,1087.1000000000001,44.1,0,2021-07-26T00:00:00Z,1131.2,885600,44.1,0.038985148514851485,10.25
21-57,2021-08-09T06:30:00Z,TRUE,1126.88,0,4.32,2021-07-26T00:00:00Z,1131.2,1233000,4.32,0.003818953323903819,14.270833333333334
21-58,2021-07-28T00:00:00Z,TRUE,0,500.9,0,2021-07-28T00:00:00Z,500.9,0,500.9,1,0
21-58,2021-08-02T06:00:00Z,TRUE,341.59999999999997,159.3,0,2021-07-28T00:00:00Z,500.9,453600,159.3,0.31802755040926334,5.25
21-58,2021-08-05T06:00:00Z,TRUE,396.5,104.4,0,2021-07-28T00:00:00Z,500.9,712800,104.4,0.20842483529646638,8.25
21-58,2021-08-09T06:30:00Z,TRUE,500.9,0,0,2021-07-28T00:00:00Z,500.9,1060200,0,0,12.270833333333334
21-59,2021-07-30T00:00:00Z,TRUE,0,363,0,2021-07-30T00:00:00Z,363,0,363,1,0
21-59,2021-08-03T06:00:00Z,TRUE,222.6,140.4,0,2021-07-30T00:00:00Z,363,367200,140.4,0.38677685950413226,4.25
21-59,2021-08-06T06:00:00Z,TRUE,290.1,0,0,2021-07-30T00:00:00Z,363,626400,0,0,7.25
21-59,2021-08-10T07:00:00Z,FALSE,290.1,NA,0,2021-07-30T00:00:00Z,363,975600,NA,NA,11.291666666666666
21-60,2021-08-03T00:00:00Z,TRUE,0,323.5,0,2021-08-03T00:00:00Z,323.5,0,323.5,1,0
21-60,2021-08-06T06:30:00Z,TRUE,163.3,160.2,0,2021-08-03T00:00:00Z,323.5,282600,160.2,0.4952086553323029,3.2708333333333335
21-60,2021-08-10T07:00:00Z,TRUE,310.9,12.6,0,2021-08-03T00:00:00Z,323.5,630000,12.6,0.03894899536321483,7.291666666666667
21-60,2021-08-13T07:30:00Z,TRUE,323.5,0,0,2021-08-03T00:00:00Z,323.5,891000,0,0,10.3125
21-61,2021-08-05T00:00:00Z,TRUE,0,939.2,0,2021-08-05T00:00:00Z,939.2,0,939.2,1,0
21-61,2021-08-09T06:30:00Z,TRUE,661.1,278.1,0,2021-08-05T00:00:00Z,939.2,369000,278.1,0.296103066439523,4.270833333333333
21-61,2021-08-12T07:00:00Z,TRUE,831.2,108,0,2021-08-05T00:00:00Z,939.2,630000,108,0.11499148211243611,7.291666666666667
21-61,2021-08-16T06:00:00Z,TRUE,935.6600000000001,2.52,1.02,2021-08-05T00:00:00Z,939.2,972000,3.54,0.0037691652470187393,11.25
21-61,2021-08-18T07:15:00Z,TRUE,936.3100000000001,0,2.8899999999999997,2021-08-05T00:00:00Z,939.2,1149300,2.8899999999999997,0.003077086882453151,13.302083333333334
21-62,2021-08-10T00:00:00Z,TRUE,0,560.6,0,2021-08-10T00:00:00Z,560.6,0,560.6,1,0
21-62,2021-08-13T07:30:00Z,TRUE,239.3,321.3,0,2021-08-10T00:00:00Z,560.6,286200,321.3,0.5731359257937924,3.3125
21-62,2021-08-17T06:15:00Z,TRUE,494,66.6,0,2021-08-10T00:00:00Z,560.6,627300,66.6,0.11880128433820905,7.260416666666667
21-62,2021-08-20T06:00:00Z,TRUE,560.585,0,0.015,2021-08-10T00:00:00Z,560.6,885600,0.015,2.6757046022119155e-5,10.25
21-63,2021-08-12T00:00:00Z,TRUE,0,368.1,0,2021-08-12T00:00:00Z,368.1,0,368.1,1,0
21-63,2021-08-16T06:00:00Z,TRUE,352.6,15.5,0,2021-08-12T00:00:00Z,368.1,367200,15.5,0.04210812279271937,4.25
21-63,2021-08-19T06:25:00Z,TRUE,358.90000000000003,9.2,0,2021-08-12T00:00:00Z,368.1,627900,9.2,0.024993208367291492,7.267361111111111
21-63,2021-08-23T07:45:00Z,TRUE,368.1,0,0,2021-08-12T00:00:00Z,368.1,978300,0,0,11.322916666666666
21-65,2021-08-19T00:00:00Z,TRUE,0,113.7,0,2021-08-19T00:00:00Z,113.7,0,113.7,1,0
21-65,2021-08-19T12:55:00Z,TRUE,-0.09999999999999432,113.8,0,2021-08-19T00:00:00Z,113.7,46500,113.8,1.0008795074758134,0.5381944444444444
21-65,2021-08-23T07:00:00Z,TRUE,88.5,25.2,0,2021-08-19T00:00:00Z,113.7,370800,25.2,0.22163588390501318,4.291666666666667
21-65,2021-08-26T06:30:00Z,TRUE,100.8,12.9,0,2021-08-19T00:00:00Z,113.7,628200,12.9,0.11345646437994723,7.270833333333333
21-65,2021-08-30T06:15:00Z,TRUE,124.97999999999999,1.62,0,2021-08-19T00:00:00Z,113.7,972900,1.62,0.01424802110817942,11.260416666666666
21-65,2021-09-01T09:00:00Z,TRUE,127.39999999999999,0,0.8200000000000001,2021-08-19T00:00:00Z,113.7,1155600,0.8200000000000001,0.007211961301671064,13.375
21-64,2021-08-17T00:00:00Z,TRUE,0,395,0,2021-08-17T00:00:00Z,395,0,395,1,0
21-64,2021-08-20T06:00:00Z,TRUE,256.4,138.6,0,2021-08-17T00:00:00Z,395,280800,138.6,0.35088607594936705,3.25
21-64,2021-08-24T06:30:00Z,TRUE,319.4,75.6,0,2021-08-17T00:00:00Z,395,628200,75.6,0.19139240506329114,7.270833333333333
21-64,2021-08-27T06:10:00Z,TRUE,376.09999999999997,18.9,0,2021-08-17T00:00:00Z,395,886200,18.9,0.047848101265822784,10.256944444444445
21-64,2021-08-31T06:30:00Z,TRUE,394.84999999999997,0,0.15,2021-08-17T00:00:00Z,395,1233000,0.15,3.7974683544303797e-4,14.270833333333334
21-66,2021-08-23T00:00:00Z,TRUE,0,584.9,0,2021-08-23T00:00:00Z,584.9,0,584.9,1,0
21-66,2021-08-26T06:30:00Z,TRUE,257.29999999999995,327.6,0,2021-08-23T00:00:00Z,584.9,282600,327.6,0.5600957428620278,3.2708333333333335
21-66,2021-08-30T06:15:00Z,TRUE,329.29999999999995,255.6,0,2021-08-23T00:00:00Z,584.9,627300,255.6,0.4369977773978458,7.260416666666667
21-66,2021-09-03T05:35:00Z,TRUE,518.3,66.6,0,2021-08-23T00:00:00Z,584.9,970500,66.6,0.11386561805436826,11.232638888888888
21-66,2021-09-07T07:40:00Z,TRUE,583.5709999999999,0.72,0.609,2021-08-23T00:00:00Z,584.9,1323600,1.329,0.0022721832791930243,15.319444444444445
21-68,2021-08-26T00:00:00Z,TRUE,0,608.6,0,2021-08-26T00:00:00Z,608.6,0,608.6,1,0
21-68,2021-08-30T06:15:00Z,TRUE,433.1,175.15,0.35,2021-08-26T00:00:00Z,608.6,368100,175.5,0.2883667433453828,4.260416666666667
21-68,2021-09-03T05:35:00Z,TRUE,497.55,110.7,0.35,2021-08-26T00:00:00Z,608.6,711300,111.05,0.1824679592507394,8.23263888888889
21-68,2021-09-07T06:10:00Z,TRUE,599.73,6.96,1.9100000000000001,2021-08-26T00:00:00Z,608.6,1059000,8.870000000000001,0.01457443312520539,12.256944444444445
21-68,2021-09-09T07:35:00Z,TRUE,602.99,0,5.61,2021-08-26T00:00:00Z,608.6,1236900,5.61,0.009217877094972068,14.315972222222221
21-67,2021-08-25T00:00:00Z,TRUE,0,472.4,0,2021-08-25T00:00:00Z,472.4,0,472.4,1,0
21-67,2021-08-30T06:15:00Z,TRUE,362.59999999999997,109.8,0,2021-08-25T00:00:00Z,472.4,454500,109.8,0.23243014394580863,5.260416666666667
21-67,2021-09-03T05:35:00Z,TRUE,411.19999999999993,61.2,0,2021-08-25T00:00:00Z,472.4,797700,61.2,0.12955122777307368,9.23263888888889
21-67,2021-09-07T07:40:00Z,TRUE,468.8299999999999,2.52,1.05,2021-08-25T00:00:00Z,472.4,1150800,3.5700000000000003,0.007557154953429298,13.319444444444445
21-69,2021-08-30T00:00:00Z,TRUE,0,812.3,0,2021-08-30T00:00:00Z,812.3,0,812.3,1,0
21-69,2021-09-03T05:40:00Z,TRUE,357.294,454.5,0.506,2021-08-30T00:00:00Z,812.3,366000,455.006,0.5601452665271451,4.236111111111112
21-69,2021-09-07T06:10:00Z,TRUE,462.49399999999997,349.3,0.506,2021-08-30T00:00:00Z,812.3,713400,349.806,0.43063646436045794,8.256944444444445
21-69,2021-09-10T06:20:00Z,TRUE,765.894,45.9,0.506,2021-08-30T00:00:00Z,812.3,973200,46.406,0.057129139480487506,11.263888888888888
21-69,2021-09-13T06:10:00Z,TRUE,808.332,3.36,0.608,2021-08-30T00:00:00Z,812.3,1231800,3.968,0.004884894743321433,14.256944444444445
21-69,2021-09-15T08:00:00Z,TRUE,811.292,0,1.008,2021-08-30T00:00:00Z,812.3,1411200,1.008,0.0012409208420534287,16.333333333333332
21-70,2021-09-02T00:00:00Z,TRUE,0,458.1,0,2021-09-02T00:00:00Z,458.1,0,458.1,1,0
21-70,2021-09-07T06:10:00Z,TRUE,235.8,222.3,0,2021-09-02T00:00:00Z,458.1,454200,222.3,0.48526522593320237,5.256944444444445
21-70,2021-09-10T06:20:00Z,TRUE,250.20000000000002,207.9,0,2021-09-02T00:00:00Z,458.1,714000,207.9,0.4538310412573674,8.26388888888889
21-70,2021-09-13T06:10:00Z,TRUE,334.8,123.3,0,2021-09-02T00:00:00Z,458.1,972600,123.3,0.2691552062868369,11.256944444444445
21-70,2021-09-14T08:10:00Z,FALSE,335.69,NA,1.71,2021-09-02T00:00:00Z,458.1,1066200,NA,NA,12.340277777777779
21-70,2021-09-15T06:15:00Z,TRUE,329.34000000000003,106.69999999999999,22.060000000000002,2021-09-02T00:00:00Z,458.1,1145700,128.76,0.2810740013097577,13.260416666666666
21-70,2021-09-16T06:10:00Z,FALSE,331.84000000000003,NA,35.160000000000004,2021-09-02T00:00:00Z,458.1,1231800,NA,NA,14.256944444444445
21-70,2021-09-17T06:00:00Z,TRUE,351.02000000000004,27.9,79.18,2021-09-02T00:00:00Z,458.1,1317600,107.08000000000001,0.23374808993669505,15.25
21-70,2021-09-19T06:50:00Z,TRUE,352.69000000000005,18,87.41000000000001,2021-09-02T00:00:00Z,458.1,1493400,105.41000000000001,0.23010259768609476,17.28472222222222
21-70,2021-09-20T07:55:00Z,FALSE,353.59000000000003,NA,90.11000000000001,2021-09-02T00:00:00Z,458.1,1583700,NA,NA,18.32986111111111
21-70,2021-09-21T06:30:00Z,TRUE,356.92,5.04,96.14000000000001,2021-09-02T00:00:00Z,458.1,1665000,101.18000000000002,0.22086880593756825,19.270833333333332
21-70,2021-09-23T08:00:00Z,TRUE,358.3,0,99.80000000000001,2021-09-02T00:00:00Z,458.1,1843200,99.80000000000001,0.2178563632394674,21.333333333333332
21-71,2021-09-03T00:00:00Z,TRUE,0,667.9,0,2021-09-03T00:00:00Z,667.9,0,667.9,1,0
21-71,2021-09-07T06:10:00Z,TRUE,383.5,284.4,0,2021-09-03T00:00:00Z,667.9,367800,284.4,0.4258122473424165,4.256944444444445
21-71,2021-09-10T06:20:00Z,TRUE,474.4,193.5,0,2021-09-03T00:00:00Z,667.9,627600,193.5,0.2897140290462644,7.263888888888889
21-71,2021-09-14T07:50:00Z,TRUE,654.25,9,4.65,2021-09-03T00:00:00Z,667.9,978600,13.65,0.02043719119628687,11.326388888888888
21-71,2021-09-16T08:00:00Z,TRUE,656.03,3.42,8.45,2021-09-03T00:00:00Z,667.9,1152000,11.87,0.01777212157508609,13.333333333333334
21-71,2021-09-18T06:55:00Z,TRUE,657.16,0,10.739999999999998,2021-09-03T00:00:00Z,667.9,1320900,10.739999999999998,0.016080251534660875,15.288194444444445
21-72,2021-09-07T00:00:00Z,TRUE,0,432.3,0,2021-09-07T00:00:00Z,432.3,0,432.3,1,0
21-72,2021-09-10T06:20:00Z,TRUE,300,132.3,0,2021-09-07T00:00:00Z,432.3,282000,132.3,0.3060374739764053,3.263888888888889
21-72,2021-09-14T07:50:00Z,TRUE,325.20000000000005,107.1,0,2021-09-07T00:00:00Z,432.3,633000,107.1,0.2477446217904233,7.326388888888889
21-72,2021-09-17T06:00:00Z,TRUE,366.20000000000005,60,6.1,2021-09-07T00:00:00Z,432.3,885600,66.1,0.15290307656719868,10.25
21-72,2021-09-18T06:55:00Z,FALSE,368.6,NA,9.1,2021-09-07T00:00:00Z,432.3,975300,NA,NA,11.288194444444445
21-72,2021-09-19T06:50:00Z,TRUE,386.1,21.6,24.6,2021-09-07T00:00:00Z,432.3,1061400,46.2,0.10687022900763359,12.284722222222221
21-72,2021-09-21T06:30:00Z,TRUE,392.93,7.2,32.17,2021-09-07T00:00:00Z,432.3,1233000,39.370000000000005,0.09107101549849642,14.270833333333334
21-72,2021-09-23T08:00:00Z,TRUE,397.04,0,35.260000000000005,2021-09-07T00:00:00Z,432.3,1411200,35.260000000000005,0.08156372889197318,16.333333333333332
21-73,2021-09-08T00:00:00Z,TRUE,0,478,0,2021-09-08T00:00:00Z,478,0,478,1,0
21-73,2021-09-13T06:10:00Z,TRUE,263.8,214.2,0,2021-09-08T00:00:00Z,478,454200,214.2,0.44811715481171543,5.256944444444445
21-73,2021-09-16T06:10:00Z,TRUE,306.1,171.9,0,2021-09-08T00:00:00Z,478,713400,171.9,0.3596234309623431,8.256944444444445
21-73,2021-09-20T06:15:00Z,TRUE,417.95000000000005,49,11.05,2021-09-08T00:00:00Z,478,1059300,60.05,0.1256276150627615,12.260416666666666
21-73,2021-09-22T06:30:00Z,TRUE,453.91,0,11.05,2021-09-08T00:00:00Z,478,1233000,11.05,0.023117154811715484,14.270833333333334
21-74,2021-09-09T00:00:00Z,TRUE,0,891.9,0,2021-09-09T00:00:00Z,891.9,0,891.9,1,0
21-74,2021-09-13T06:10:00Z,TRUE,715.9,176,0,2021-09-09T00:00:00Z,891.9,367800,176,0.19733153941024778,4.256944444444445
21-74,2021-09-16T06:10:00Z,TRUE,623.7,268.2,0,2021-09-09T00:00:00Z,891.9,627000,268.2,0.3007063572149344,7.256944444444444
21-74,2021-09-20T06:15:00Z,TRUE,821.5,68.4,2,2021-09-09T00:00:00Z,891.9,972900,70.4,0.07893261576409913,11.260416666666666
21-74,2021-09-22T06:30:00Z,TRUE,872.4,10.8,8.7,2021-09-09T00:00:00Z,891.9,1146600,19.5,0.02186343760511268,13.270833333333334
21-75,2021-09-13T00:00:00Z,TRUE,0,1161.4,0,2021-09-13T00:00:00Z,1161.4,0,1161.4,1,0
21-75,2021-09-16T06:10:00Z,TRUE,808.6000000000001,352.8,0,2021-09-13T00:00:00Z,1161.4,281400,352.8,0.30377131048734285,3.2569444444444446
21-75,2021-09-20T06:15:00Z,TRUE,917.5000000000001,243.9,0,2021-09-13T00:00:00Z,1161.4,627300,243.9,0.21000516617874979,7.260416666666667
21-75,2021-09-23T06:00:00Z,TRUE,1065.43,94.3,1.67,2021-09-13T00:00:00Z,1161.4,885600,95.97,0.08263302910280695,10.25
21-75,2021-09-24T07:55:00Z,FALSE,1065.51,NA,4.79,2021-09-13T00:00:00Z,1161.4,978900,NA,NA,11.329861111111112
21-75,2021-09-25T05:45:00Z,TRUE,1035.8,107.83,17.77,2021-09-13T00:00:00Z,1161.4,1057500,125.6,0.10814534182882726,12.239583333333334
21-75,2021-09-26T07:00:00Z,FALSE,1036.1599999999999,NA,26.64,2021-09-13T00:00:00Z,1161.4,1148400,NA,NA,13.291666666666666
21-75,2021-09-27T08:00:00Z,TRUE,1079.4599999999998,31.6,50.34,2021-09-13T00:00:00Z,1161.4,1238400,81.94,0.07055278112622695,14.333333333333334
21-75,2021-09-28T07:40:00Z,FALSE,1079.5599999999997,NA,55.74,2021-09-13T00:00:00Z,1161.4,1323600,NA,NA,15.319444444444445
21-75,2021-09-29T07:40:00Z,TRUE,1079.6099999999997,17.4,64.39,2021-09-13T00:00:00Z,1161.4,1410000,81.78999999999999,0.07042362665748234,16.319444444444446
21-75,2021-09-30T07:50:00Z,FALSE,1079.8999999999996,NA,67.1,2021-09-13T00:00:00Z,1161.4,1497000,NA,NA,17.32638888888889
21-76,2021-09-15T00:00:00Z,TRUE,0,543.3,0,2021-09-15T00:00:00Z,543.3,0,543.3,1,0
21-76,2021-09-20T06:15:00Z,TRUE,383.4,159.9,0,2021-09-15T00:00:00Z,543.3,454500,159.9,0.2943125345113197,5.260416666666667
21-76,2021-09-23T06:00:00Z,TRUE,428.09999999999997,115.2,0,2021-09-15T00:00:00Z,543.3,712800,115.2,0.21203754831584762,8.25
21-76,2021-09-27T08:00:00Z,TRUE,529.61,10.8,2.8899999999999997,2021-09-15T00:00:00Z,543.3,1065600,13.690000000000001,0.025197864899687103,12.333333333333334
21-76,2021-09-29T07:40:00Z,TRUE,530.09,6.84,6.369999999999999,2021-09-15T00:00:00Z,543.3,1237200,13.209999999999999,0.024314375115037732,14.319444444444445
